country,date,total
Azerbaijan,2020-07-19,27521
Azerbaijan,2021-07-19,338586
Azerbaijan,2020-07-02,18684
Azerbaijan,2021-07-02,336223
Azerbaijan,2020-07-20,27890
Azerbaijan,2021-07-20,338837
Azerbaijan,2020-07-21,28242
Azerbaijan,2021-07-21,339062
Azerbaijan,2020-07-22,28633
Azerbaijan,2021-07-22,339274
Azerbaijan,2020-07-23,28980
Azerbaijan,2021-07-23,339645
Azerbaijan,2020-07-24,29312
Azerbaijan,2021-07-24,340057
Azerbaijan,2020-07-25,29633
Azerbaijan,2021-07-25,340443
Azerbaijan,2020-07-26,30050
Azerbaijan,2021-07-26,340715
Azerbaijan,2020-07-27,30446
Azerbaijan,2021-07-27,341183
Azerbaijan,2020-07-28,30858
Azerbaijan,2021-07-28,341933
Azerbaijan,2020-07-29,31221
Azerbaijan,2021-07-29,342548
Azerbaijan,2020-07-03,19267
Azerbaijan,2021-07-03,336318
Azerbaijan,2020-07-30,31560
Azerbaijan,2021-07-30,343216
Azerbaijan,2020-07-31,31878
Azerbaijan,2021-07-31,343849
Azerbaijan,2020-07-04,19801
Azerbaijan,2021-07-04,336417
Azerbaijan,2020-07-05,20324
Azerbaijan,2021-07-05,336479
Azerbaijan,2020-07-06,20837
Azerbaijan,2021-07-06,336557
Azerbaijan,2020-07-07,21374
Azerbaijan,2021-07-07,336684
Azerbaijan,2020-07-08,21916
Azerbaijan,2021-07-08,336788
Azerbaijan,2020-07-09,22464
Azerbaijan,2021-07-09,336962
Azerbaijan,2020-08-01,32157
Azerbaijan,2021-08-01,344520
Azerbaijan,2020-08-10,33647
Azerbaijan,2021-08-10,354662
Azerbaijan,2020-08-11,33731
Azerbaijan,2021-08-11,357058
Azerbaijan,2020-08-12,33824
Azerbaijan,2021-08-12,359732
Azerbaijan,2020-08-13,33915
Azerbaijan,2021-08-13,361501
Azerbaijan,2020-08-14,34018
Azerbaijan,2021-08-14,365009
Azerbaijan,2020-08-15,34107
Azerbaijan,2021-08-15,368002
Azerbaijan,2020-08-16,34219
Azerbaijan,2021-08-16,369853
Azerbaijan,2020-08-17,34343
Azerbaijan,2021-08-17,373175
Azerbaijan,2020-08-18,34474
Azerbaijan,2021-08-18,377304
Azerbaijan,2020-08-19,34620
Azerbaijan,2021-08-19,380918
Azerbaijan,2020-08-02,32443
Azerbaijan,2021-08-02,344951
Azerbaijan,2020-08-20,34759
Azerbaijan,2021-08-20,384886
Azerbaijan,2020-08-21,34921
Azerbaijan,2021-08-21,388437
Azerbaijan,2020-08-22,35105
Azerbaijan,2021-08-22,391506
Azerbaijan,2020-08-23,35274
Azerbaijan,2021-08-23,394451
Azerbaijan,2020-08-24,35426
Azerbaijan,2021-08-24,398034
Azerbaijan,2020-08-25,35559
Azerbaijan,2021-08-25,401828
Azerbaijan,2020-08-26,35707
Azerbaijan,2021-08-26,405542
Azerbaijan,2020-08-27,35844
Azerbaijan,2021-08-27,409745
Azerbaijan,2020-08-28,35986
Azerbaijan,2021-08-28,413986
Azerbaijan,2020-08-29,36174
Azerbaijan,2021-08-29,417996
Azerbaijan,2020-08-03,32684
Azerbaijan,2021-08-03,345882
Azerbaijan,2020-08-30,36309
Azerbaijan,2021-08-30,421103
Azerbaijan,2020-08-31,36435
Azerbaijan,2021-08-31,424891
Azerbaijan,2020-08-04,32910
Azerbaijan,2021-08-04,346878
Azerbaijan,2020-08-05,33103
Azerbaijan,2021-08-05,348074
Azerbaijan,2020-08-06,33247
Azerbaijan,2021-08-06,349316
Azerbaijan,2020-08-07,33376
Azerbaijan,2021-08-07,350605
Azerbaijan,2020-08-08,33481
Azerbaijan,2021-08-08,351825
Azerbaijan,2020-08-09,33568
Azerbaijan,2021-08-09,352926
Azerbaijan,2020-09-01,36578
Azerbaijan,2021-09-01,428736
Azerbaijan,2020-09-10,37874
Azerbaijan,2021-09-10,455044
Azerbaijan,2020-09-11,38037
Azerbaijan,2021-09-11,455044
Azerbaijan,2020-09-12,38172
Azerbaijan,2021-09-12,455044
Azerbaijan,2020-09-13,38327
Azerbaijan,2021-09-13,461249
Azerbaijan,2020-09-14,38403
Azerbaijan,2021-09-14,463326
Azerbaijan,2020-09-15,38517
Azerbaijan,2021-09-15,463326
Azerbaijan,2020-09-16,38658
Azerbaijan,2021-09-16,467173
Azerbaijan,2020-09-17,38777
Azerbaijan,2021-09-17,467173
Azerbaijan,2020-09-18,38894
Azerbaijan,2021-09-18,467173
Azerbaijan,2020-09-19,39042
Azerbaijan,2021-09-19,467173
Azerbaijan,2020-09-02,36732
Azerbaijan,2021-09-02,432495
Azerbaijan,2020-09-20,39188
Azerbaijan,2021-09-20,473459
Azerbaijan,2020-09-21,39280
Azerbaijan,2021-09-21,475053
Azerbaijan,2020-09-22,39378
Azerbaijan,2021-09-22,476409
Azerbaijan,2020-09-23,39524
Azerbaijan,2021-09-23,477587
Azerbaijan,2020-09-24,39686
Azerbaijan,2021-09-24,478715
Azerbaijan,2020-09-25,39787
Azerbaijan,2021-09-25,479814
Azerbaijan,2020-09-26,39895
Azerbaijan,2021-09-26,480843
Azerbaijan,2020-09-27,40023
Azerbaijan,2021-09-27,481401
Azerbaijan,2020-09-28,40061
Azerbaijan,2021-09-28,481401
Azerbaijan,2020-09-29,40119
Azerbaijan,2021-09-29,483128
Azerbaijan,2020-09-03,36899
Azerbaijan,2021-09-03,436257
Azerbaijan,2020-09-30,40229
Azerbaijan,2021-09-30,483902
Azerbaijan,2020-09-04,37031
Azerbaijan,2021-09-04,439562
Azerbaijan,2020-09-05,37192
Azerbaijan,2021-09-05,442872
Azerbaijan,2020-09-06,37329
Azerbaijan,2021-09-06,445278
Azerbaijan,2020-09-07,37418
Azerbaijan,2021-09-07,447725
Azerbaijan,2020-09-08,37557
Azerbaijan,2021-09-08,447725
Azerbaijan,2020-09-09,37732
Azerbaijan,2021-09-09,447725
Bahamas,2021-01-01,7887
Bahamas,2022-01-01,24476
Bahamas,2021-01-10,7969
Bahamas,2022-01-10,28968
Bahamas,2021-01-11,8004
Bahamas,2022-01-11,29489
Bahamas,2021-01-12,8004
Bahamas,2022-01-12,29730
Bahamas,2021-01-13,8011
Bahamas,2022-01-13,29908
Bahamas,2021-01-14,8011
Bahamas,2022-01-14,29908
Bahamas,2021-01-15,8021
Bahamas,2022-01-15,30655
Bahamas,2021-01-16,8032
Bahamas,2022-01-16,30850
Bahamas,2021-01-17,8032
Bahamas,2022-01-17,30850
Bahamas,2021-01-18,8067
Bahamas,2022-01-18,31105
Bahamas,2021-01-19,8068
Bahamas,2022-01-19,31549
Bahamas,2021-01-02,7887
Bahamas,2022-01-02,25285
Bahamas,2021-01-20,8075
Bahamas,2022-01-20,31693
Bahamas,2021-01-21,8088
Bahamas,2022-01-21,31915
Bahamas,2020-01-22,0
Bahamas,2021-01-22,8101
Bahamas,2022-01-22,31999
Bahamas,2020-01-23,0
Bahamas,2021-01-23,8101
Bahamas,2022-01-23,32068
Bahamas,2020-01-24,0
Bahamas,2021-01-24,8101
Bahamas,2022-01-24,32137
Bahamas,2020-01-25,0
Bahamas,2021-01-25,8133
Bahamas,2022-01-25,32238
Bahamas,2020-01-26,0
Bahamas,2021-01-26,8140
Bahamas,2022-01-26,32282
Bahamas,2020-01-27,0
Bahamas,2021-01-27,8161
Bahamas,2022-01-27,32376
Bahamas,2020-01-28,0
Bahamas,2021-01-28,8161
Bahamas,2022-01-28,32419
Bahamas,2020-01-29,0
Bahamas,2021-01-29,8167
Bahamas,2022-01-29,32486
Bahamas,2021-01-03,7914
Bahamas,2022-01-03,25534
Bahamas,2020-01-30,0
Bahamas,2021-01-30,8174
Bahamas,2022-01-30,32512
Bahamas,2020-01-31,0
Bahamas,2021-01-31,8174
Bahamas,2022-01-31,32562
Bahamas,2021-01-04,7924
Bahamas,2022-01-04,26011
Bahamas,2021-01-05,7928
Bahamas,2022-01-05,26326
Bahamas,2021-01-06,7945
Bahamas,2022-01-06,26701
Bahamas,2021-01-07,7959
Bahamas,2022-01-07,27122
Bahamas,2021-01-08,7969
Bahamas,2022-01-08,27122
Bahamas,2021-01-09,7969
Bahamas,2022-01-09,28619
Bahamas,2020-10-01,4123
Bahamas,2021-10-01,21114
Bahamas,2020-10-10,5023
Bahamas,2021-10-10,21580
Bahamas,2020-10-11,5078
Bahamas,2021-10-11,21580
Bahamas,2020-10-12,5163
Bahamas,2021-10-12,21580
Bahamas,2020-10-13,5163
Bahamas,2021-10-13,21580
Bahamas,2020-10-14,5191
Bahamas,2021-10-14,21580
Bahamas,2020-10-15,5385
Bahamas,2021-10-15,21580
Bahamas,2020-10-16,5517
Bahamas,2021-10-16,21580
Bahamas,2020-10-17,5628
Bahamas,2021-10-17,21580
Bahamas,2020-10-18,5703
Bahamas,2021-10-18,21978
Bahamas,2020-10-19,5773
Bahamas,2021-10-19,22048
Bahamas,2020-10-02,4220
Bahamas,2021-10-02,21114
Bahamas,2020-10-20,5923
Bahamas,2021-10-20,22092
Bahamas,2020-10-21,6051
Bahamas,2021-10-21,22154
Bahamas,2020-10-22,6135
Bahamas,2021-10-22,22179
Bahamas,2020-10-23,6268
Bahamas,2021-10-23,22179
Bahamas,2020-10-24,6268
Bahamas,2021-10-24,22179
Bahamas,2020-10-25,6410
Bahamas,2021-10-25,22259
Bahamas,2020-10-26,6410
Bahamas,2021-10-26,22259
Bahamas,2020-10-27,6502
Bahamas,2021-10-27,22259
Bahamas,2020-10-28,6549
Bahamas,2021-10-28,22351
Bahamas,2020-10-29,6607
Bahamas,2021-10-29,22351
Bahamas,2020-10-03,4332
Bahamas,2021-10-03,21114
Bahamas,2020-10-30,6644
Bahamas,2021-10-30,22351
Bahamas,2020-10-31,6714
Bahamas,2021-10-31,22351
Bahamas,2020-10-04,4409
Bahamas,2021-10-04,21312
Bahamas,2020-10-05,4452
Bahamas,2021-10-05,21312
Bahamas,2020-10-06,4559
Bahamas,2021-10-06,21458
Bahamas,2020-10-07,4713
Bahamas,2021-10-07,21518
Bahamas,2020-10-08,4713
Bahamas,2021-10-08,21580
Bahamas,2020-10-09,4713
Bahamas,2021-10-09,21580
Bahamas,2020-11-01,6714
Bahamas,2021-11-01,22407
Bahamas,2020-11-10,7012
Bahamas,2021-11-10,22544
Bahamas,2020-11-11,7060
Bahamas,2021-11-11,22552
Bahamas,2020-11-12,7124
Bahamas,2021-11-12,22572
Bahamas,2020-11-13,7163
Bahamas,2021-11-13,22572
Bahamas,2020-11-14,7163
Bahamas,2021-11-14,22572
Bahamas,2020-11-15,7186
Bahamas,2021-11-15,22601
Bahamas,2020-11-16,7256
Bahamas,2021-11-16,22613
Bahamas,2020-11-17,7312
Bahamas,2021-11-17,22629
Bahamas,2020-11-18,7323
Bahamas,2021-11-18,22640
Bahamas,2020-11-19,7348
Bahamas,2021-11-19,22655
Bahamas,2020-11-02,6735
Bahamas,2021-11-02,22429
Bahamas,2020-11-20,7367
Bahamas,2021-11-20,22655
Bahamas,2020-11-21,7395
Bahamas,2021-11-21,22655
Bahamas,2020-11-22,7413
Bahamas,2021-11-22,22665
Bahamas,2020-11-23,7431
Bahamas,2021-11-23,22665
Bahamas,2020-11-24,7460
Bahamas,2021-11-24,22696
Bahamas,2020-11-25,7469
Bahamas,2021-11-25,22696
Bahamas,2020-11-26,7482
Bahamas,2021-11-26,22720
Bahamas,2020-11-27,7496
Bahamas,2021-11-27,22734
Bahamas,2020-11-28,7496
Bahamas,2021-11-28,22734
Bahamas,2020-11-29,7517
Bahamas,2021-11-29,22763
Bahamas,2020-11-03,6790
Bahamas,2021-11-03,22429
Bahamas,2020-11-30,7541
Bahamas,2021-11-30,22791
Bahamas,2020-11-04,6843
Bahamas,2021-11-04,22485
Bahamas,2020-11-05,6882
Bahamas,2021-11-05,22485
Bahamas,2020-11-06,6882
Bahamas,2021-11-06,22485
Bahamas,2020-11-07,6947
Bahamas,2021-11-07,22485
Bahamas,2020-11-08,6947
Bahamas,2021-11-08,22529
Bahamas,2020-11-09,6964
Bahamas,2021-11-09,22592
Bahamas,2020-12-01,7543
Bahamas,2021-12-01,22802
Bahamas,2020-12-10,7585
Bahamas,2021-12-10,22881
Bahamas,2020-12-11,7623
Bahamas,2021-12-11,22881
Bahamas,2020-12-12,7648
Bahamas,2021-12-12,22881
Bahamas,2020-12-13,7659
Bahamas,2021-12-13,22907
Bahamas,2020-12-14,7674
Bahamas,2021-12-14,22907
Bahamas,2020-12-15,7698
Bahamas,2021-12-15,22950
Bahamas,2020-12-16,7714
Bahamas,2021-12-16,22971
Bahamas,2020-12-17,7725
Bahamas,2021-12-17,22995
Bahamas,2020-12-18,7733
Bahamas,2021-12-18,22995
Bahamas,2020-12-19,7733
Bahamas,2021-12-19,22995
Bahamas,2020-12-02,7543
Bahamas,2021-12-02,22809
Bahamas,2020-12-20,7746
Bahamas,2021-12-20,23112
Bahamas,2020-12-21,7765
Bahamas,2021-12-21,23135
Bahamas,2020-12-22,7772
Bahamas,2021-12-22,23240
Bahamas,2020-12-23,7788
Bahamas,2021-12-23,23380
Bahamas,2020-12-24,7788
Bahamas,2021-12-24,23539
Bahamas,2020-12-25,7788
Bahamas,2021-12-25,23539
Bahamas,2020-12-26,7788
Bahamas,2021-12-26,23539
Bahamas,2020-12-27,7834
Bahamas,2021-12-27,23539
Bahamas,2020-12-28,7834
Bahamas,2021-12-28,23539
Bahamas,2020-12-29,7846
Bahamas,2021-12-29,24204
Bahamas,2020-12-03,7549
Bahamas,2021-12-03,22825
Bahamas,2020-12-30,7857
Bahamas,2021-12-30,24269
Bahamas,2020-12-31,7871
Bahamas,2021-12-31,24476
Bahamas,2020-12-04,7565
Bahamas,2021-12-04,22825
Bahamas,2020-12-05,7570
Bahamas,2021-12-05,22825
Bahamas,2020-12-06,7570
Bahamas,2021-12-06,22839
Bahamas,2020-12-07,7579
Bahamas,2021-12-07,22846
Bahamas,2020-12-08,7579
Bahamas,2021-12-08,22846
Bahamas,2020-12-09,7585
Bahamas,2021-12-09,22859
Bahamas,2020-02-01,0
Bahamas,2021-02-01,8174
Bahamas,2022-02-01,32606
Bahamas,2020-02-10,0
Bahamas,2021-02-10,8289
Bahamas,2022-02-10,32871
Bahamas,2020-02-11,0
Bahamas,2021-02-11,8311
Bahamas,2022-02-11,32903
Bahamas,2020-02-12,0
Bahamas,2021-02-12,8311
Bahamas,2022-02-12,32925
Bahamas,2020-02-13,0
Bahamas,2021-02-13,8311
Bahamas,2022-02-13,32931
Bahamas,2020-02-14,0
Bahamas,2021-02-14,8311
Bahamas,2022-02-14,32950
Bahamas,2020-02-15,0
Bahamas,2021-02-15,8311
Bahamas,2022-02-15,32972
Bahamas,2020-02-16,0
Bahamas,2021-02-16,8383
Bahamas,2022-02-16,33005
Bahamas,2020-02-17,0
Bahamas,2021-02-17,8383
Bahamas,2022-02-17,33005
Bahamas,2020-02-18,0
Bahamas,2021-02-18,8403
Bahamas,2022-02-18,33018
Bahamas,2020-02-19,0
Bahamas,2021-02-19,8403
Bahamas,2022-02-19,33024
Bahamas,2020-02-02,0
Bahamas,2021-02-02,8223
Bahamas,2022-02-02,32645
Bahamas,2020-02-20,0
Bahamas,2021-02-20,8403
Bahamas,2022-02-20,33052
Bahamas,2020-02-21,0
Bahamas,2021-02-21,8403
Bahamas,2022-02-21,33068
Bahamas,2020-02-22,0
Bahamas,2021-02-22,8471
Bahamas,2022-02-22,33081
Bahamas,2020-02-23,0
Bahamas,2021-02-23,8477
Bahamas,2020-02-24,0
Bahamas,2021-02-24,8496
Bahamas,2020-02-25,0
Bahamas,2021-02-25,8496
Bahamas,2020-02-26,0
Bahamas,2021-02-26,8519
Bahamas,2020-02-27,0
Bahamas,2021-02-27,8519
Bahamas,2020-02-28,0
Bahamas,2021-02-28,8519
Bahamas,2020-02-29,0
Bahamas,2020-02-03,0
Bahamas,2021-02-03,8231
Bahamas,2022-02-03,32680
Bahamas,2020-02-04,0
Bahamas,2021-02-04,8247
Bahamas,2022-02-04,32680
Bahamas,2020-02-05,0
Bahamas,2021-02-05,8256
Bahamas,2022-02-05,32715
Bahamas,2020-02-06,0
Bahamas,2021-02-06,8256
Bahamas,2022-02-06,32773
Bahamas,2020-02-07,0
Bahamas,2021-02-07,8256
Bahamas,2022-02-07,32802
Bahamas,2020-02-08,0
Bahamas,2021-02-08,8289
Bahamas,2022-02-08,32833
Bahamas,2020-02-09,0
Bahamas,2021-02-09,8289
Bahamas,2022-02-09,32833
Bahamas,2020-03-01,0
Bahamas,2021-03-01,8519
Bahamas,2020-03-10,0
Bahamas,2021-03-10,8642
Bahamas,2020-03-11,0
Bahamas,2021-03-11,8642
Bahamas,2020-03-12,0
Bahamas,2021-03-12,8658
Bahamas,2020-03-13,0
Bahamas,2021-03-13,8658
Bahamas,2020-03-14,0
Bahamas,2021-03-14,8658
Bahamas,2020-03-15,0
Bahamas,2021-03-15,8765
Bahamas,2020-03-16,1
Bahamas,2021-03-16,8776
Bahamas,2020-03-17,1
Bahamas,2021-03-17,8800
Bahamas,2020-03-18,1
Bahamas,2021-03-18,8800
Bahamas,2020-03-19,3
Bahamas,2021-03-19,8800
Bahamas,2020-03-02,0
Bahamas,2021-03-02,8519
Bahamas,2020-03-20,3
Bahamas,2021-03-20,8800
Bahamas,2020-03-21,4
Bahamas,2021-03-21,8800
Bahamas,2020-03-22,4
Bahamas,2021-03-22,8923
Bahamas,2020-03-23,4
Bahamas,2021-03-23,8935
Bahamas,2020-03-24,5
Bahamas,2021-03-24,8935
Bahamas,2020-03-25,5
Bahamas,2021-03-25,8935
Bahamas,2020-03-26,9
Bahamas,2021-03-26,8935
Bahamas,2020-03-27,10
Bahamas,2021-03-27,8935
Bahamas,2020-03-28,10
Bahamas,2021-03-28,8935
Bahamas,2020-03-29,11
Bahamas,2021-03-29,9000
Bahamas,2020-03-03,0
Bahamas,2021-03-03,8573
Bahamas,2020-03-30,14
Bahamas,2021-03-30,9119
Bahamas,2020-03-31,14
Bahamas,2021-03-31,9119
Bahamas,2020-03-04,0
Bahamas,2021-03-04,8573
Bahamas,2020-03-05,0
Bahamas,2021-03-05,8600
Bahamas,2020-03-06,0
Bahamas,2021-03-06,8600
Bahamas,2020-03-07,0
Bahamas,2021-03-07,8600
Bahamas,2020-03-08,0
Bahamas,2021-03-08,8600
Bahamas,2020-03-09,0
Bahamas,2021-03-09,8642
Bahamas,2020-04-01,21
Bahamas,2021-04-01,9171
Bahamas,2020-04-10,42
Bahamas,2021-04-10,9364
Bahamas,2020-04-11,46
Bahamas,2021-04-11,9364
Bahamas,2020-04-12,46
Bahamas,2021-04-12,9460
Bahamas,2020-04-13,47
Bahamas,2021-04-13,9505
Bahamas,2020-04-14,49
Bahamas,2021-04-14,9505
Bahamas,2020-04-15,49
Bahamas,2021-04-15,9505
Bahamas,2020-04-16,53
Bahamas,2021-04-16,9634
Bahamas,2020-04-17,54
Bahamas,2021-04-17,9634
Bahamas,2020-04-18,55
Bahamas,2021-04-18,9634
Bahamas,2020-04-19,55
Bahamas,2021-04-19,9791
Bahamas,2020-04-02,24
Bahamas,2021-04-02,9171
Bahamas,2020-04-20,60
Bahamas,2021-04-20,9791
Bahamas,2020-04-21,65
Bahamas,2021-04-21,9868
Bahamas,2020-04-22,65
Bahamas,2021-04-22,9868
Bahamas,2020-04-23,72
Bahamas,2021-04-23,9976
Bahamas,2020-04-24,73
Bahamas,2021-04-24,9976
Bahamas,2020-04-25,78
Bahamas,2021-04-25,10050
Bahamas,2020-04-26,80
Bahamas,2021-04-26,10220
Bahamas,2020-04-27,80
Bahamas,2021-04-27,10220
Bahamas,2020-04-28,80
Bahamas,2021-04-28,10349
Bahamas,2020-04-29,80
Bahamas,2021-04-29,10349
Bahamas,2020-04-03,24
Bahamas,2021-04-03,9171
Bahamas,2020-04-30,81
Bahamas,2021-04-30,10453
Bahamas,2020-04-04,28
Bahamas,2021-04-04,9171
Bahamas,2020-04-05,28
Bahamas,2021-04-05,9171
Bahamas,2020-04-06,29
Bahamas,2021-04-06,9270
Bahamas,2020-04-07,33
Bahamas,2021-04-07,9296
Bahamas,2020-04-08,40
Bahamas,2021-04-08,9339
Bahamas,2020-04-09,41
Bahamas,2021-04-09,9364
Bahamas,2020-05-01,81
Bahamas,2021-05-01,10453
Bahamas,2020-05-10,92
Bahamas,2021-05-10,10908
Bahamas,2020-05-11,93
Bahamas,2021-05-11,10908
Bahamas,2020-05-12,93
Bahamas,2021-05-12,10966
Bahamas,2020-05-13,94
Bahamas,2021-05-13,11024
Bahamas,2020-05-14,96
Bahamas,2021-05-14,11024
Bahamas,2020-05-15,96
Bahamas,2021-05-15,11024
Bahamas,2020-05-16,96
Bahamas,2021-05-16,11024
Bahamas,2020-05-17,96
Bahamas,2021-05-17,11225
Bahamas,2020-05-18,96
Bahamas,2021-05-18,11278
Bahamas,2020-05-19,96
Bahamas,2021-05-19,11321
Bahamas,2020-05-02,83
Bahamas,2021-05-02,10519
Bahamas,2020-05-20,97
Bahamas,2021-05-20,11396
Bahamas,2020-05-21,97
Bahamas,2021-05-21,11396
Bahamas,2020-05-22,97
Bahamas,2021-05-22,11396
Bahamas,2020-05-23,100
Bahamas,2021-05-23,11396
Bahamas,2020-05-24,100
Bahamas,2021-05-24,11499
Bahamas,2020-05-25,100
Bahamas,2021-05-25,11597
Bahamas,2020-05-26,100
Bahamas,2021-05-26,11597
Bahamas,2020-05-27,100
Bahamas,2021-05-27,11622
Bahamas,2020-05-28,101
Bahamas,2021-05-28,11684
Bahamas,2020-05-29,102
Bahamas,2021-05-29,11745
Bahamas,2020-05-03,83
Bahamas,2021-05-03,10576
Bahamas,2020-05-30,102
Bahamas,2021-05-30,11745
Bahamas,2020-05-31,102
Bahamas,2021-05-31,11796
Bahamas,2020-05-04,83
Bahamas,2021-05-04,10576
Bahamas,2020-05-05,89
Bahamas,2021-05-05,10576
Bahamas,2020-05-06,92
Bahamas,2021-05-06,10711
Bahamas,2020-05-07,92
Bahamas,2021-05-07,10773
Bahamas,2020-05-08,92
Bahamas,2021-05-08,10773
Bahamas,2020-05-09,92
Bahamas,2021-05-09,10773
Bahamas,2020-06-01,102
Bahamas,2021-06-01,11796
Bahamas,2020-06-10,103
Bahamas,2021-06-10,12052
Bahamas,2020-06-11,103
Bahamas,2021-06-11,12092
Bahamas,2020-06-12,103
Bahamas,2021-06-12,12092
Bahamas,2020-06-13,103
Bahamas,2021-06-13,12092
Bahamas,2020-06-14,103
Bahamas,2021-06-14,12199
Bahamas,2020-06-15,103
Bahamas,2021-06-15,12225
Bahamas,2020-06-16,104
Bahamas,2021-06-16,12242
Bahamas,2020-06-17,104
Bahamas,2021-06-17,12242
Bahamas,2020-06-18,104
Bahamas,2021-06-18,12242
Bahamas,2020-06-19,104
Bahamas,2021-06-19,12295
Bahamas,2020-06-02,102
Bahamas,2021-06-02,11864
Bahamas,2020-06-20,104
Bahamas,2021-06-20,12295
Bahamas,2020-06-21,104
Bahamas,2021-06-21,12364
Bahamas,2020-06-22,104
Bahamas,2021-06-22,12379
Bahamas,2020-06-23,104
Bahamas,2021-06-23,12407
Bahamas,2020-06-24,104
Bahamas,2021-06-24,12407
Bahamas,2020-06-25,104
Bahamas,2021-06-25,12467
Bahamas,2020-06-26,104
Bahamas,2021-06-26,12467
Bahamas,2020-06-27,104
Bahamas,2021-06-27,12467
Bahamas,2020-06-28,104
Bahamas,2021-06-28,12467
Bahamas,2020-06-29,104
Bahamas,2021-06-29,12586
Bahamas,2020-06-03,102
Bahamas,2021-06-03,11930
Bahamas,2020-06-30,104
Bahamas,2021-06-30,12586
Bahamas,2020-06-04,102
Bahamas,2021-06-04,11930
Bahamas,2020-06-05,102
Bahamas,2021-06-05,11930
Bahamas,2020-06-06,103
Bahamas,2021-06-06,11930
Bahamas,2020-06-07,103
Bahamas,2021-06-07,12024
Bahamas,2020-06-08,103
Bahamas,2021-06-08,12024
Bahamas,2020-06-09,103
Bahamas,2021-06-09,12027
Bahamas,2020-07-01,104
Bahamas,2021-07-01,12735
Bahamas,2020-07-10,108
Bahamas,2021-07-10,13024
Bahamas,2020-07-11,111
Bahamas,2021-07-11,13024
Bahamas,2020-07-12,111
Bahamas,2021-07-12,13024
Bahamas,2020-07-13,113
Bahamas,2021-07-13,13233
Bahamas,2020-07-14,116
Bahamas,2021-07-14,13274
Bahamas,2020-07-15,119
Bahamas,2021-07-15,13274
Bahamas,2020-07-16,124
Bahamas,2021-07-16,13404
Bahamas,2020-07-17,129
Bahamas,2021-07-17,13404
Bahamas,2020-07-18,138
Bahamas,2021-07-18,13404
Bahamas,2020-07-19,153
Bahamas,2021-07-19,13566
Bahamas,2020-07-02,104
Bahamas,2021-07-02,12735
Bahamas,2020-07-20,174
Bahamas,2021-07-20,13604
Bahamas,2020-07-21,194
Bahamas,2021-07-21,13781
Bahamas,2020-07-22,219
Bahamas,2021-07-22,13781
Bahamas,2020-07-23,274
Bahamas,2021-07-23,13781
Bahamas,2020-07-24,316
Bahamas,2021-07-24,13781
Bahamas,2020-07-25,326
Bahamas,2021-07-25,13781
Bahamas,2020-07-26,342
Bahamas,2021-07-26,14252
Bahamas,2020-07-27,382
Bahamas,2021-07-27,14252
Bahamas,2020-07-28,447
Bahamas,2021-07-28,14457
Bahamas,2020-07-29,484
Bahamas,2021-07-29,14545
Bahamas,2020-07-03,104
Bahamas,2021-07-03,12735
Bahamas,2020-07-30,508
Bahamas,2021-07-30,14677
Bahamas,2020-07-31,574
Bahamas,2021-07-31,14840
Bahamas,2020-07-04,104
Bahamas,2021-07-04,12735
Bahamas,2020-07-05,104
Bahamas,2021-07-05,12808
Bahamas,2020-07-06,104
Bahamas,2021-07-06,12889
Bahamas,2020-07-07,104
Bahamas,2021-07-07,12965
Bahamas,2020-07-08,106
Bahamas,2021-07-08,13024
Bahamas,2020-07-09,107
Bahamas,2021-07-09,13024
Bahamas,2020-08-01,599
Bahamas,2021-08-01,14840
Bahamas,2020-08-10,945
Bahamas,2021-08-10,15915
Bahamas,2020-08-11,989
Bahamas,2021-08-11,15915
Bahamas,2020-08-12,1036
Bahamas,2021-08-12,16141
Bahamas,2020-08-13,1089
Bahamas,2021-08-13,16141
Bahamas,2020-08-14,1119
Bahamas,2021-08-14,16141
Bahamas,2020-08-15,1252
Bahamas,2021-08-15,16141
Bahamas,2020-08-16,1315
Bahamas,2021-08-16,16668
Bahamas,2020-08-17,1329
Bahamas,2021-08-17,16668
Bahamas,2020-08-18,1424
Bahamas,2021-08-18,16668
Bahamas,2020-08-19,1531
Bahamas,2021-08-19,16848
Bahamas,2020-08-02,648
Bahamas,2021-08-02,14840
Bahamas,2020-08-20,1610
Bahamas,2021-08-20,16962
Bahamas,2020-08-21,1703
Bahamas,2021-08-21,16962
Bahamas,2020-08-22,1765
Bahamas,2021-08-22,16962
Bahamas,2020-08-23,1784
Bahamas,2021-08-23,17386
Bahamas,2020-08-24,1798
Bahamas,2021-08-24,17545
Bahamas,2020-08-25,1813
Bahamas,2021-08-25,17615
Bahamas,2020-08-26,1923
Bahamas,2021-08-26,17717
Bahamas,2020-08-27,2020
Bahamas,2021-08-27,17940
Bahamas,2020-08-28,2057
Bahamas,2021-08-28,17940
Bahamas,2020-08-29,2135
Bahamas,2021-08-29,17940
Bahamas,2020-08-03,679
Bahamas,2021-08-03,15011
Bahamas,2020-08-30,2167
Bahamas,2021-08-30,18139
Bahamas,2020-08-31,2217
Bahamas,2021-08-31,18139
Bahamas,2020-08-04,715
Bahamas,2021-08-04,15124
Bahamas,2020-08-05,751
Bahamas,2021-08-05,15191
Bahamas,2020-08-06,761
Bahamas,2021-08-06,15419
Bahamas,2020-08-07,830
Bahamas,2021-08-07,15419
Bahamas,2020-08-08,878
Bahamas,2021-08-08,15537
Bahamas,2020-08-09,898
